comment_id,comment_text,comment_published_at,comment_updated_at,author_display_name,like_count,reply_count,channel_subscriber_count,channel_video_count,channel_view_count,channel_created_at,channel_description_length,video_comment_count,text_length,word_count,emoji_ratio,uppercase_ratio,special_char_ratio,repeat_char_ratio,unicode_weird_ratio,invisible_char_ratio,masked_keyword_ratio,stretched_word_ratio,slang_ratio,slang_distortion_ratio,any_obf,llm_label,llm_confidence,llm_reason,llm_source
15925,Bang 🔥🔥🔥🔥,2025-04-21T14:47:12Z,2025-04-21T14:47:12Z,@devydevy856,0,0,19,31,2450,2014-01-10T02:48:56Z,0,9212,9,1,0.05,0.05,0.2,0.05,0.2,0,0,0.05,0,0,FALSE,,,,
65578,Oh ini yg gagal nanjak🤣,2025-12-05T18:56:13Z,2025-12-05T18:56:13Z,@aripambudi-q8r,0,0,2,26,2130,2023-12-04T13:38:12.157978Z,0,415,23,5,0,0.043478261,0.043478261,0,0.043478261,0,0,0,0.2,0,TRUE,,,,
17828,sepakatt,2025-04-21T20:29:31Z,2025-04-21T20:29:31Z,@appelica,0,0,0,1,69,2020-11-08T02:53:34.234553Z,9,9212,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
13692,wapres konoha mana ngerti yang dibahas abang ini,2025-04-22T06:40:59Z,2025-04-22T06:40:59Z,@muhammadrizalfalansyah7462,0,0,0,0,0,2015-07-27T07:41:33Z,0,9212,48,8,0,0,0,0,0,0,0,0,0.125,0,TRUE,,,,
55824,Suneo,2025-04-16T16:28:37Z,2025-04-16T16:28:37Z,@muhammadaladib9196,0,0,2,0,0,2015-10-30T00:50:34Z,0,1783,5,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
12404,Natural,2025-04-22T23:57:47Z,2025-04-22T23:57:47Z,@freddy3088,0,0,11,0,0,2017-11-29T20:21:03Z,0,9212,7,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
5944,😱👹👍👣👶🥲,2025-05-13T10:34:02Z,2025-05-13T10:34:02Z,@Arsyifa-s9h,0,0,0,5,0,2025-03-31T11:50:08.884646Z,0,817,6,0,0.05,0,0.3,0,0.3,0,0,0,0,0,FALSE,,,,
18755,"Selama masih hidup di South East Asia, jangan mimpi di siang bolong deh. 😅",2025-04-23T14:04:07Z,2025-04-23T14:04:07Z,@UCdtq8L-sPVBtmc7676MuQzw,0,0,9,0,0,2012-02-03T07:14:20Z,13,2080,74,13,0.013513514,0.054054054,0.040540541,0,0.013513514,0,0,0,0,0,TRUE,,,,
74513,Roasting untuk Pemain Judol😂😂😂,2025-01-11T16:16:34Z,2025-01-11T16:16:34Z,@ajaxsp4767,9,0,34,9,197880,2007-11-11T09:58:53Z,23,2256,30,4,0.033333333,0.1,0.1,0.033333333,0.1,0,0,0,0,0,TRUE,,,,
49018,💙💙💙,2025-04-22T07:10:42Z,2025-04-22T07:10:42Z,@lisacot8793,0,0,0,0,0,2019-11-05T10:46:16.464088Z,11,1368,3,0,0.05,0,0.15,0.05,0.15,0,0,0,0,0,FALSE,,,,
31561,Maju jadi presiden bang,2025-01-24T02:18:49Z,2025-01-24T02:18:49Z,@thresnokusumayadi9487,0,0,5,1,32,2018-06-03T13:23:24Z,0,3085,23,4,0,0.043478261,0,0,0,0,0,0,0,0,TRUE,,,,
37111,🤣🤣🤣🤣🤣🤣,2025-04-24T01:08:09Z,2025-04-24T01:08:09Z,@riaboyta,0,0,5,11,508,2018-09-21T05:25:31Z,0,1432,6,0,0,0,0.3,0.05,0.3,0,0,0.05,0,0,FALSE,,,,
31886,"Bener, kenapa sekolah kota besar dulu yang didahulukan program msg ini. Secara, dikota besar banyak sekolah² yg sudah memiliki kantin dll. Harusnya program ini dilakukan pertama, untuk sekolah daerah, area 3 T mungkin kalo bisa, bukan malah kota besar duluan. Atau kalo mau lebih bagus lagi, PERBAIKI DULU INFRASTRUKTUR JALAN seperti jalan² daerah dll. Jadi tak akan ada naiknya bahan pokok, langkanya barang, dan guru² PNS yang terpilih untuk mengajar didaerah tidak takut dan malas, dengan alasan akses jalan yang susah. Semoga ada evaluasi untuk lebih baiknya program ini. Karena menurut saya, kalo hasil lapangan terus seperti ini, maka program ini tak lama eksis. Seperti halnya bansos yang tak tepat sasaran.",2025-01-23T23:13:28Z,2025-01-23T23:13:28Z,@bunnycan7548,0,0,14,1,21,2019-09-07T09:01:29Z,13,3085,714,111,0,0.058823529,0.030812325,0,0,0,0,0,0.099099099,0,TRUE,,,,
60367,​@Briva81 lah lu yang kurang seru🤦🏻‍♂️🤣🤣🤣,2026-01-11T04:58:23Z,2026-01-11T04:58:23Z,@Cahyo195_Official,0,0,70,42,33582,2018-05-11T14:24:01Z,57,406,41,6,0.024390244,0.024390244,0.243902439,0.024390244,0.146341463,0.048780488,0,0,0.166666667,0,TRUE,,,,
55564,Juara?,2025-04-19T12:41:14Z,2025-04-19T12:41:14Z,@yantoputra4164,0,0,6,0,0,2017-02-11T14:58:25Z,0,1783,6,1,0,0.05,0.05,0,0,0,0,0,0,0,FALSE,,,,
5987,😭😭😭😭🤝🤝🥹😭😁🙏🙏💪💪💪📷📷📷📷🇪🇭🇪🇭😀,2025-04-27T05:48:39Z,2025-04-27T05:48:39Z,@arhanalf,0,0,5,1,2,2025-02-27T12:25:49.408929Z,22,817,23,0,0.086956522,0,1,0.130434783,1,0,0,0.086956522,0,0,FALSE,,,,
43804,Se7😂😂😂😂😂😂,2025-04-22T14:01:10Z,2025-04-22T14:01:10Z,@ariasemadi7371,1,0,4,7,143,2011-11-24T01:05:59Z,0,3503,9,1,0.05,0.05,0.3,0.05,0.3,0,0,0.05,1,0,FALSE,,,,
43111,Jane👍,2025-04-22T06:00:34Z,2025-04-22T06:00:34Z,@partalukita,5,0,8,6,703,2014-07-16T06:52:53Z,0,3503,5,1,0.05,0.05,0.05,0,0.05,0,0,0,0,0,FALSE,,,,
32218,"Harapan studi banding yg selalu tak terjadi, ya sudah lah - lagu bondan",2025-01-23T16:28:46Z,2025-01-23T16:28:46Z,@1nwb-4dnws,0,0,0,0,0,2024-09-23T21:51:39.018279Z,0,3085,71,12,0,0.014084507,0.028169014,0,0,0,0,0,0.25,0,TRUE,,,,
56737,gaslen,2025-03-16T21:48:19Z,2025-03-16T21:48:19Z,@jakboys23,0,0,3,8,8606,2017-11-04T17:42:05Z,31,97,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
56169,"Di spoiler aja tim biru pada berisik, malah di bilang solid, aneh banget netizen cok... Emang kocak😂",2025-04-16T09:19:10Z,2025-04-16T09:19:10Z,@kadeksuartama178,0,0,7,5,662,2020-04-30T09:33:36.68284Z,0,1783,100,17,0.01,0.02,0.06,0.01,0.01,0,0,0,0.235294118,0,TRUE,,,,
5794,Cvggoi,2026-01-24T01:33:33Z,2026-01-24T01:33:33Z,@Abah-n3g,0,0,0,0,0,2024-08-30T15:06:28.863895Z,0,817,6,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
31639,Bener-bener dengerin sambil sarapan lontong isi oncom 😆😆,2025-01-24T01:35:38Z,2025-01-24T01:35:38Z,@reka.p,0,0,38,0,0,2012-09-30T15:46:07Z,0,3085,56,8,0.017857143,0.017857143,0.053571429,0,0.035714286,0,0.017857143,0,0.25,0,TRUE,,,,
25426,@afrizal46162kocak,2025-03-31T13:14:38Z,2025-03-31T13:14:38Z,@yusufibra28,0,0,6,1,3,2018-06-28T09:41:19Z,0,5272,18,1,0,0,0.05,0,0,0,0,0,0,0,FALSE,,,,
36595,Seruuuuuu😂😂,2025-04-23T10:50:55Z,2025-04-23T10:50:55Z,@uniquelourens6728,0,0,20,0,0,2015-08-21T07:16:40Z,0,1432,11,1,0.05,0.05,0.1,0.05,0.1,0,0,0.05,0,0,FALSE,,,,
43150,12:13 tai kau jar,2025-04-22T05:34:00Z,2025-04-22T05:34:00Z,@alkhakim2939,0,0,1,3,56,2022-10-19T10:18:54.126494Z,0,3503,17,5,0,0,0.05,0,0,0,0,0,0.4,0,TRUE,,,,
41272,jane❤❤❤,2025-04-24T12:30:17Z,2025-04-24T12:30:17Z,@SaniOktaviana,0,0,0,0,0,2025-04-24T12:30:10.933297Z,0,3503,7,1,0,0,0.15,0.05,0.15,0,0,0,0,0,FALSE,,,,
43122,Nggak suka trio bali,2025-04-22T05:51:26Z,2025-04-22T05:51:26Z,@SintaKhodijah-u4l,1,0,0,0,0,2024-09-04T11:40:35.517358Z,0,3503,20,4,0,0.05,0,0,0,0,0,0,0.25,0,TRUE,,,,
18182,Wapres kita??? 🤮🤮🤮,2025-04-22T08:08:52Z,2025-04-22T08:08:52Z,@Anmati13,0,0,9,7,5287,2015-07-08T21:09:14Z,32,9212,18,2,0,0.05,0.3,0.1,0.15,0,0,0,0,0,TRUE,,,,
34197,Pensi,2025-04-19T05:25:30Z,2025-04-19T05:25:30Z,@vemasadityaa.s.6264,0,0,2,5,29,2016-12-15T09:07:41Z,17,230,5,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
71068,10:37 mobi2 ?,2026-01-15T05:10:32Z,2026-01-15T05:10:32Z,@abdulhakam2577,2,0,0,0,0,2013-07-22T09:34:38Z,0,378,13,3,0,0,0.1,0,0,0,0,0,0,0,FALSE,,,,
20554,Dimananya?,2025-04-19T10:18:16Z,2025-04-19T10:18:16Z,@AnandaEgy-i7g,1,0,0,0,0,2024-09-15T12:48:41.810564Z,0,2080,10,1,0,0.05,0.05,0,0,0,0,0,0,0,FALSE,,,,
21099,✊🏻,2025-04-03T17:33:29Z,2025-04-03T17:33:29Z,@helariusdamar,0,0,59,3,35606,2016-05-13T08:46:02Z,7,5272,2,0,0.05,0,0.1,0,0.05,0,0,0,0,0,FALSE,,,,
48717,Seruuu🎉🎉,2025-04-22T16:14:55Z,2025-04-22T16:14:55Z,@SyarifatulUmamah,0,0,0,0,0,2023-05-30T11:41:32.002566Z,0,1368,8,1,0.05,0.05,0.1,0.05,0.1,0,0,0,0,0,FALSE,,,,
35228,"Gembar gembor remontada, remukyangada😂",2025-04-17T07:36:55Z,2025-04-17T07:36:55Z,@Bjir-o2f,0,1,0,0,0,2024-04-23T22:44:44.666725Z,0,206,38,4,0.026315789,0.026315789,0.052631579,0,0.026315789,0,0,0,0,0,TRUE,,,,
57093,owo,2025-03-07T21:14:54Z,2025-03-07T21:14:54Z,@AzamNashrulloh-t7n,0,0,0,0,0,2024-11-07T17:42:56.53806Z,0,16,3,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
74092,1:28 rill,2025-01-09T09:11:00Z,2025-01-09T09:11:00Z,@yj8212,8,0,0,0,0,2022-01-16T12:38:24.671809Z,0,2256,9,3,0,0,0.05,0,0,0,0,0,0,0,FALSE,,,,
9577,"BANG MENDING LU GANTIIN GIBRAN DAH

Ini gw komen btw baru nyampe di menit 8:12 , jadi seyakin itu emg pernyataan gw ini 😂",2025-05-04T16:32:25Z,2025-05-04T16:33:19Z,@komenrider,0,0,3,1,42,2013-11-29T14:39:39Z,20,9212,121,23,0.008264463,0.247933884,0.024793388,0,0.008264463,0.016528926,0,0,0.260869565,0,TRUE,,,,
75301,"⭐ 𝐋𝐄𝐕𝐈𝐒𝟒𝐃 ⭐ emang juara, hasilnya nyata dan gampang! 💸 Pemula pasti betah di ⭐ 𝐋𝐄𝐕𝐈𝐒𝟒𝐃 ⭐ 👌",2026-01-20T08:42:34Z,2026-01-20T08:42:34Z,@tùnghứacúc1992,0,0,0,0,0,2025-07-24T11:37:36.279464Z,0,39,90,12,0.022222222,0.144444444,0.244444444,0,0.222222222,0,0,0,0.166666667,0,TRUE,,,,
36327,Ini chef rudi sama chef renata suka kali ngomporin azwar sama dani🤣,2025-04-24T02:56:05Z,2025-04-24T02:56:05Z,@firdamaulia5514,2,0,4,2,51,2014-10-06T03:18:21Z,0,1432,67,12,0,0.014925373,0.014925373,0,0.014925373,0,0,0,0,0,TRUE,,,,
7606,Diemm,2025-04-16T13:27:11Z,2025-04-16T13:27:11Z,@ThanosFan230-23o,0,0,513,96,62168,2024-05-31T03:21:15.639222Z,935,524,5,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
33850,"@DekillFX  lah justru karna di sensor biar ga ""menyinggung para GGGGAAAYYY"" haha dungu lu",2025-04-18T16:24:16Z,2025-04-18T16:24:16Z,@Closure24,0,0,0,0,0,2019-12-22T16:21:42.910474Z,0,176,89,14,0,0.146067416,0.033707865,0.033707865,0,0,0,0.011235955,0.214285714,0,TRUE,,,,
48142,😭😭😭👊🏼🤣,2025-04-22T09:07:47Z,2025-04-22T09:07:47Z,@Disini10,1,0,13,0,0,2017-12-29T06:49:26Z,0,1595,6,0,0.05,0,0.3,0.05,0.3,0,0,0,0,0,FALSE,,,,
75500,bangladese,2026-01-10T10:34:41Z,2026-01-10T10:34:41Z,@ytbkayn,0,0,1,0,0,2022-07-07T14:02:39.787726Z,0,35,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
20725,Turunkan inflasi dollar naikkan inflasi rupiah,2025-04-13T23:23:35Z,2025-04-13T23:23:35Z,@CanIreachsubscriberswith-rb9xb,1,0,0,0,0,2020-03-28T12:35:31.840958Z,44,5272,46,6,0,0.02173913,0,0,0,0,0,0,0,0,TRUE,,,,
44296,apa cmn gua yg kurg suka cara ngunyah ny chef Rudy? 😅🙏,2025-05-17T14:18:16Z,2025-05-17T14:18:16Z,@f.yy12,0,1,10,0,0,2021-03-04T09:59:00.357798Z,0,832,54,11,0.018518519,0.018518519,0.055555556,0,0.037037037,0,0,0,0.181818182,0,TRUE,,,,
49248,"Tim merah ditanya sm chef Rudy knp bumbunya maranggi semua ko gaada yg jawab? 
Gaada yg pnya attitude apa semuanya?",2025-04-22T03:31:07Z,2025-04-22T03:31:07Z,@AkuRanya,38,5,66,92,86776,2025-01-03T07:09:03.830508Z,526,1368,115,20,0,0.026086957,0.017391304,0,0,0.008695652,0,0,0.25,0,TRUE,,,,
72672,Bang bikin video tentang korizentot itu yang ngejek agama islam,2025-03-27T14:24:40Z,2025-03-27T14:24:40Z,@updateforsakenindonesia,1,0,115,6,5120,2024-03-04T05:12:04.88129Z,14,2256,63,10,0,0.015873016,0,0,0,0,0,0,0,0,TRUE,,,,
6613,Bisa😊,2025-04-18T14:30:11Z,2025-04-18T14:30:11Z,@NORLIDAMUHAMED,0,0,0,0,0,2024-08-11T05:18:58.385209Z,0,339,5,1,0.05,0.05,0.05,0,0.05,0,0,0,0,0,FALSE,,,,
25576,Almost,2025-03-31T10:24:02Z,2025-03-31T10:24:02Z,@damskii3149,6,0,251,30,30658,2018-09-25T18:25:58Z,0,5272,6,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
74392,wkwkwkwkwkwkwkwkwkwk,2025-02-28T14:15:56Z,2025-02-28T14:15:56Z,@coolaether,0,0,3560,189,2581455,2024-01-03T13:24:47.350092Z,422,2256,20,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
5733,SD🎉🎉🎉🎉🎉,2025-10-24T09:31:26Z,2025-10-24T09:31:26Z,@fhebryandesta824,0,0,27,29,7045,2015-09-09T01:54:49Z,0,817,7,1,0.05,0.1,0.25,0.05,0.25,0,0,0.05,0,0,FALSE,,,,
58735,NGATUR,2026-02-07T05:48:56Z,2026-02-07T05:48:56Z,@BeratPit,0,0,4,1,57,2019-07-22T04:25:49Z,6,563,6,1,0,0.3,0,0,0,0,0,0,1,0,FALSE,,,,
29241,Exactly,2025-01-28T05:42:36Z,2025-01-28T05:42:36Z,@yanza.28,1,0,21,1,678,2016-05-14T17:09:30Z,0,3531,7,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
34824,@juprassetyo3184 oh iya kah,2025-04-19T02:41:05Z,2025-04-19T02:41:05Z,@fakih.df2712,0,0,3,5,197,2014-08-06T23:08:26Z,29,302,27,4,0,0,0.037037037,0,0,0,0,0,0,0,TRUE,,,,
49657,Mending bayangin ada notif 100jt masuk ke rekening,2025-04-22T07:04:38Z,2025-04-22T07:04:38Z,@belajargaming2704,0,0,14,10,1042,2019-11-01T06:28:09.963412Z,0,1368,50,8,0,0.02,0,0,0,0,0,0,0.125,0,TRUE,,,,
6883,🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊,2025-04-20T00:31:09Z,2025-04-20T00:31:09Z,@FebriAlajima,0,0,0,0,0,2025-01-02T10:31:27.423565Z,0,305,12,0,0.05,0,0.6,0.1,0.6,0,0,0.1,0,0,FALSE,,,,
4932,😭😴😴,2025-07-29T02:03:35Z,2025-07-29T02:03:35Z,@HauraRamadani-r3k,0,0,0,0,0,2025-03-01T19:57:24.77486Z,0,829,3,0,0.05,0,0.15,0,0.15,0,0,0,0,0,FALSE,,,,
18910,eww sejak kaapan tatoan nieh bang ferry? auwoo keren,2025-04-21T02:29:33Z,2025-04-21T02:29:33Z,@f.marasandhy3195,0,0,7,2,1727,2013-11-09T01:42:35Z,0,2080,52,9,0,0,0.019230769,0,0,0,0,0,0,0,TRUE,,,,
37,mantap,2025-04-21T12:21:40Z,2025-04-21T12:21:40Z,@RiswanMaulana-rs7eb,0,0,0,0,0,2023-06-16T11:13:56.67934Z,0,95,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
57936,Petir 500,2025-01-07T00:14:14Z,2025-01-07T00:14:14Z,@WahyuHardi-oi6uq,0,0,0,1,5,2024-06-13T15:03:07.236899Z,0,104,9,2,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
42744,jane jadi tumbal red team dan tumbal trio bali,2025-04-22T09:48:52Z,2025-04-22T09:48:52Z,@hartonowijaya4278,0,0,18,14,7131,2013-10-12T10:21:39Z,0,3503,46,9,0,0,0,0,0,0,0,0,0.111111111,0,TRUE,,,,
74424,Yah miskin website sepi😂,2025-02-15T10:09:10Z,2025-02-15T10:09:10Z,@Noobiblitz,0,0,86,13,23243,2024-07-28T14:25:03.360781Z,12,2256,24,4,0.041666667,0.041666667,0.041666667,0,0.041666667,0,0,0,0.25,0,TRUE,,,,
7499,100 tercepat,2025-04-11T04:53:11Z,2025-04-11T04:53:11Z,@andrinsyah5755,1,0,1,0,0,2022-05-20T12:14:04.083482Z,0,524,12,2,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
11384,"Bonus Demografi membuat persaingan usia produktif semakin ketat...
Kesempatan kerja semakin kecil...",2025-04-23T15:40:43Z,2025-04-23T15:40:43Z,@rugalbrutal9252,0,0,8,26,1847,2020-04-05T01:55:58.283735Z,0,9212,100,12,0,0.03,0.06,0.02,0,0.01,0,0,0,0,TRUE,,,,
50433,Lihat badan bro Danny macho bangettt,2025-04-22T10:44:35Z,2025-04-22T10:44:35Z,@zyailendibrahim748,0,0,4,0,0,2021-09-06T09:45:50.755608Z,0,1921,36,6,0,0.055555556,0,0.027777778,0,0,0,0,0.166666667,0,TRUE,,,,
19357,@AlvinHidayat-k6o  😏,2025-04-20T05:50:45Z,2025-04-20T05:50:45Z,@imnewbie_,0,0,716,149,156258,2023-02-16T04:57:55.219072Z,817,2080,20,2,0.05,0.1,0.15,0,0.05,0,0.05,0,0,0,FALSE,,,,
7056,Keduwa,2025-04-16T04:46:08Z,2025-04-16T04:46:08Z,@amaliawardani5798,0,0,87,57,34702,2022-12-08T11:10:05.175454Z,0,305,6,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
44002,Kok sama😂,2025-04-22T05:48:30Z,2025-04-22T05:48:30Z,@senzusenza7806,0,0,17,5,558,2015-08-27T10:59:52Z,30,3503,9,2,0.05,0.05,0.05,0,0.05,0,0,0,0,0,TRUE,,,,
6023,😂😂😂😂😂,2025-04-24T05:54:50Z,2025-04-24T05:54:50Z,@HeriWahyu-b5v,0,0,1,2,15,2025-03-20T05:04:24.186465Z,0,817,5,0,0.05,0,0.25,0.05,0.25,0,0,0.05,0,0,FALSE,,,,
62614,"Dp 35 jt dan angsuran perbulan 3,5 jt kira2 perlu berapa tahun baru lunas ya?",2025-12-24T11:33:29Z,2025-12-24T11:33:29Z,@herrylie9999,0,0,7,6,3638,2013-03-07T04:13:57Z,0,933,77,16,0,0.012987013,0.025974026,0,0,0,0,0,0.0625,0,TRUE,,,,
5340,_-_*_★_*_-_,2025-04-20T03:20:28Z,2025-04-20T03:20:28Z,@Revana098,0,0,25,65,21132,2022-09-23T09:16:48.538633Z,33,829,11,6,0,0,0.55,0,0,0,0,0,0,0,FALSE,,,,
21437,utopis,2025-04-02T03:56:51Z,2025-04-02T03:56:51Z,@hudgrad,0,0,44,4,1075,2010-06-07T00:58:43Z,0,5272,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
41668,"HARUSNYA YG PRESSURE TEST TU FAJAR, HOVIT, DANI VINI.",2025-04-23T09:31:46Z,2025-04-23T09:31:46Z,@PurbayuAziz,0,0,0,0,0,2024-08-26T12:51:15.921529Z,0,3503,53,9,0,0.79245283,0.056603774,0,0,0,0,0,0.111111111,0,TRUE,,,,
35356,Yg gambar awal ada cutrone dari como sama giussepe Rosi dari mu ya,2025-04-16T14:59:47Z,2025-04-16T14:59:47Z,@kreasimania6696,0,0,4,16,716,2017-12-01T18:09:21Z,19,82,66,13,0,0.03030303,0,0,0,0,0,0,0.153846154,0,TRUE,,,,
11516,#gibranout,2025-04-23T12:36:42Z,2025-04-23T12:36:42Z,@galangwahyuramadhan6520,0,0,12,9,459,2016-01-04T11:42:51Z,0,9212,10,1,0,0,0.05,0,0,0,0,0,0,0,FALSE,,,,
6310,"Furo,an. Almim😮😮😮😮😮😮😮😮😮😮😮😮😮😮❤❤❤😊😊😊😊",2025-04-19T03:04:34Z,2025-04-19T03:04:34Z,@AfdalAryatama02,2,0,5,153,10402,2024-10-08T10:34:18.807001Z,0,817,35,3,0.057142857,0.057142857,0.657142857,0.085714286,0.6,0,0.028571429,0.057142857,0,0,FALSE,,,,
37114,Seruuuu😂😂😂,2025-04-23T04:58:06Z,2025-04-23T04:58:06Z,@bralinx.channel,3,0,1510,94,55218,2013-03-25T20:29:10Z,34,1432,10,1,0.05,0.05,0.15,0.1,0.15,0,0,0.05,0,0,FALSE,,,,
36974,disini kocak banget azwar dan Danny 😂😂😂,2025-04-23T02:54:27Z,2025-04-23T02:54:27Z,@dwi_rk9060,0,0,22,72,22584,2022-09-06T13:25:55.1145Z,0,1432,39,6,0.025641026,0.025641026,0.076923077,0.025641026,0.076923077,0,0,0,0,0,TRUE,,,,
11437,"Buming 🤝
Booming 😱😱😱",2025-04-23T14:20:45Z,2025-04-23T14:20:45Z,@agiekurniawan,0,0,325,30,49088,2013-03-08T02:09:55Z,104,9212,20,2,0.05,0.1,0.2,0.05,0.2,0.05,0,0,0,0,FALSE,,,,
60629,Wewoodetoo,2026-01-11T00:36:59Z,2026-01-11T00:36:59Z,@dimasvirsan9037,0,0,21,17,3380,2013-06-01T19:22:18Z,33,1193,10,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
4449,L👇👆👆arsakha,2025-04-30T23:41:09Z,2025-04-30T23:41:09Z,@DinanailalChusna,1,0,1,0,0,2025-04-17T05:03:38.717658Z,0,356,11,2,0.05,0.05,0.15,0,0.15,0,0.05,0,0,0,FALSE,,,,
3501,"😮😮😮😮😮😮
😭😭😭",2025-07-13T10:17:05Z,2025-07-13T10:17:05Z,@Innalillahi666,0,0,27,0,0,2025-05-26T00:39:00.022521Z,0,741,10,0,0.1,0,0.45,0.1,0.45,0.05,0,0.05,0,0,FALSE,,,,
52532,ngeri,2025-04-22T23:52:22Z,2025-04-22T23:52:22Z,@maullmine8723,0,0,0,0,0,2016-06-21T22:49:56Z,34,1056,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
14711,Bwang fer lu keren buanget👑,2025-04-22T00:37:27Z,2025-04-22T00:37:27Z,@hollaguis1686,0,0,4,6,1067,2019-05-08T21:40:59Z,0,9212,27,5,0.037037037,0.037037037,0.037037037,0,0.037037037,0,0,0,0.4,0,TRUE,,,,
42810,Ke 1000 komentar 😊...,2025-04-22T08:58:17Z,2025-04-22T08:58:17Z,@AwangAnwar-sk1qm,0,0,3,1,11,2024-05-05T12:30:34.620248Z,0,3503,21,3,0.047619048,0.047619048,0.19047619,0.095238095,0.047619048,0,0,0,0,0,FALSE,,,,
15379,12:00 🔥🔥🔥🔥,2025-04-21T16:40:53Z,2025-04-21T16:40:53Z,@hyunglik99,0,0,0,0,0,2023-09-01T01:40:36.351601Z,0,9212,10,2,0.05,0,0.25,0.05,0.2,0,0,0.05,0,0,FALSE,,,,
8653,"😂😂😂
😮







😅",2025-04-16T08:53:37Z,2025-04-16T08:53:37Z,@JamaluddinKavi,0,0,0,0,0,2025-03-12T03:07:48.450725Z,0,984,14,0,0.15,0,0.25,0.05,0.25,0.45,0,0,0,0,FALSE,,,,
66638,Pertama😊❤😊❤😊❤,2025-11-20T09:02:00Z,2025-11-20T09:02:00Z,@sonisudaya6324,0,0,5,3,1153,2022-07-13T03:00:21.799938Z,7,611,13,1,0.15,0.05,0.3,0,0.3,0,0,0,0,0,FALSE,,,,
19232,Setau gw diindo juga punya alat buat sekedar ngelacak. Jadi yg pinter alatnya sih menurut gw,2025-04-20T15:39:28Z,2025-04-20T15:39:28Z,@keiko900,0,0,5,1,8,2020-06-11T05:32:55.829781Z,0,2080,92,16,0,0.02173913,0.010869565,0,0,0,0,0,0.1875,0,TRUE,,,,
54275,Fajar sangat menyebalkan mrnurutku,2025-04-22T02:16:40Z,2025-04-22T02:16:40Z,@IviIvi-m4e,0,0,0,0,0,2023-10-10T02:37:42.586369Z,0,1566,34,4,0,0.029411765,0,0,0,0,0,0,0,0,TRUE,,,,
66701,sematkan. PENTING.,2025-12-30T06:30:13Z,2025-12-30T06:30:13Z,@neonaryuka,0,0,9,0,0,2014-08-26T02:58:33Z,31,611,18,2,0,0.35,0.1,0,0,0,0,0,0,0,FALSE,,,,
5962,🐷🐷🐷🐷🐷🐷🐷🐷🐷.  Babi,2025-05-04T23:55:28Z,2025-05-04T23:55:28Z,@AylaRaisa-h4q5m,0,0,0,0,0,2025-04-23T13:25:26.249968Z,0,817,16,1,0.05,0.05,0.5,0.05,0.45,0,0,0.05,0,0,FALSE,,,,
26815,Hellyeah,2025-01-29T10:11:31Z,2025-01-29T10:11:31Z,@azhanisyahputra9867,0,0,24,17,573,2015-05-02T05:53:02Z,0,3531,8,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
37317,"Hesti cantik bgt,klo lagi serius auranya mahal bgt",2025-05-01T14:13:25Z,2025-05-01T14:13:25Z,@triilhamramadani6873,2,0,2,0,0,2021-03-15T01:00:48.23958Z,0,1425,50,9,0,0.02,0.02,0,0,0,0.02,0,0.333333333,0,TRUE,,,,
21843,Semangat 💪,2025-04-01T08:42:18Z,2025-04-01T08:42:18Z,@sischaotapya,0,0,0,0,0,2013-05-24T23:49:32Z,0,5272,10,1,0.05,0.05,0.05,0,0.05,0,0,0,0,0,FALSE,,,,
30258,cerdas 👍,2025-09-25T11:58:09Z,2025-09-25T11:58:09Z,@iyanmponk8105,0,0,0,0,0,2022-02-01T06:51:14.796197Z,0,3085,8,1,0.05,0,0.05,0,0.05,0,0,0,0,0,FALSE,,,,
3595,❤❤❤🧡🧡🧡🖤🖤🖤💛💛💛,2025-06-18T16:11:45Z,2025-06-18T16:11:45Z,@HendratbungaBunga,1,0,0,0,0,2024-08-13T14:43:38.199198Z,0,741,12,0,0.05,0,0.6,0.2,0.6,0,0,0,0,0,FALSE,,,,
43883,Kelihatan jelas banget mata chef rudi merah nahan tangis😢,2025-04-22T11:21:25Z,2025-04-22T11:21:25Z,@argaf.h,31,0,19,6,2689,2017-12-04T12:39:36Z,0,3503,57,9,0.01754386,0.01754386,0.01754386,0,0.01754386,0,0,0,0,0,TRUE,,,,
